emailId,indicator
email-490,ContainsLink
email-490,HasAttachment
email-490,UrgentLanguage
email-493,PhishingEmailLabel
email-493,ContainsLink
email-493,UrgentLanguage
email-494,ContainsLink
email-494,HasAttachment
email-495,PhishingEmailLabel
email-495,ContainsLink
email-495,UrgentLanguage
email-497,PhishingEmailLabel
email-497,ContainsLink
email-497,HasAttachment
email-497,UrgentLanguage
email-498,HasAttachment
email-499,PhishingEmailLabel
email-499,ContainsLink
email-499,UrgentLanguage
email-501,PhishingEmailLabel
email-501,ContainsLink
email-501,HasAttachment
email-501,UrgentLanguage
email-502,ContainsLink
email-502,HasAttachment
email-503,HasAttachment
email-504,ContainsLink
email-506,ContainsLink
email-506,HasAttachment
email-507,ContainsLink
email-508,ContainsLink
email-508,HasAttachment
email-509,ContainsLink
email-510,PhishingEmailLabel
email-510,ContainsLink
email-510,UrgentLanguage
email-511,ContainsLink
email-511,HasAttachment
email-512,PhishingEmailLabel
email-512,ContainsLink
email-512,HasAttachment
email-512,UrgentLanguage
email-513,HasAttachment
email-514,PhishingEmailLabel
email-514,ContainsLink
email-514,UrgentLanguage
email-515,ContainsLink
email-515,HasAttachment
email-516,PhishingEmailLabel
email-516,ContainsLink
email-516,HasAttachment
email-516,UrgentLanguage
email-517,PhishingEmailLabel
email-517,ContainsLink
email-517,UrgentLanguage
email-518,ContainsLink
email-518,HasAttachment
email-519,PhishingEmailLabel
email-519,ContainsLink
email-519,HasAttachment
email-519,UrgentLanguage
email-520,PhishingEmailLabel
email-520,ContainsLink
email-520,HasAttachment
email-520,UrgentLanguage
email-521,HasAttachment
email-522,HasAttachment
email-523,HasAttachment
email-524,PhishingEmailLabel
email-524,ContainsLink
email-524,HasAttachment
email-524,UrgentLanguage
email-525,ContainsLink
email-526,PhishingEmailLabel
email-526,ContainsLink
email-526,UrgentLanguage
email-527,ContainsLink
email-528,ContainsLink
email-528,HasAttachment
email-529,ContainsLink
email-529,HasAttachment
email-530,ContainsLink
email-530,HasAttachment
email-531,PhishingEmailLabel
email-531,ContainsLink
email-531,HasAttachment
email-531,UrgentLanguage
email-532,ContainsLink
email-532,HasAttachment
email-533,PhishingEmailLabel
email-533,ContainsLink
email-533,HasAttachment
email-533,UrgentLanguage
email-534,PhishingEmailLabel
email-534,ContainsLink
email-534,HasAttachment
email-534,UrgentLanguage
email-535,ContainsLink
email-536,PhishingEmailLabel
email-536,ContainsLink
email-536,HasAttachment
email-536,UrgentLanguage
email-538,PhishingEmailLabel
email-538,ContainsLink
email-538,HasAttachment
email-538,UrgentLanguage
email-539,ContainsLink
email-539,HasAttachment
email-540,HasAttachment
email-542,HasAttachment
email-544,PhishingEmailLabel
email-544,ContainsLink
email-544,HasAttachment
email-544,UrgentLanguage
email-545,PhishingEmailLabel
email-545,ContainsLink
email-545,HasAttachment
email-545,UrgentLanguage
email-546,PhishingEmailLabel
email-546,ContainsLink
email-546,HasAttachment
email-546,UrgentLanguage
email-547,PhishingEmailLabel
email-547,ContainsLink
email-547,UrgentLanguage
email-548,ContainsLink
email-550,PhishingEmailLabel
email-550,ContainsLink
email-550,HasAttachment
email-550,UrgentLanguage
email-551,PhishingEmailLabel
email-551,ContainsLink
email-551,UrgentLanguage
email-552,HasAttachment
email-554,HasAttachment
email-555,PhishingEmailLabel
email-555,ContainsLink
email-555,UrgentLanguage
email-556,PhishingEmailLabel
email-556,ContainsLink
email-556,HasAttachment
email-556,UrgentLanguage
email-557,ContainsLink
email-557,HasAttachment
email-558,ContainsLink
email-558,HasAttachment
email-559,ContainsLink
email-559,HasAttachment
email-560,PhishingEmailLabel
email-560,ContainsLink
email-560,UrgentLanguage
email-561,PhishingEmailLabel
email-561,ContainsLink
email-561,UrgentLanguage
email-562,PhishingEmailLabel
email-562,ContainsLink
email-562,UrgentLanguage
email-563,PhishingEmailLabel
email-563,ContainsLink
email-563,HasAttachment
email-563,UrgentLanguage
email-566,PhishingEmailLabel
email-566,ContainsLink
email-566,HasAttachment
email-566,UrgentLanguage
email-567,PhishingEmailLabel
email-567,ContainsLink
email-567,HasAttachment
email-567,UrgentLanguage
email-568,HasAttachment
email-569,PhishingEmailLabel
email-569,ContainsLink
email-569,UrgentLanguage
email-570,PhishingEmailLabel
email-570,ContainsLink
email-570,UrgentLanguage
email-571,PhishingEmailLabel
email-571,ContainsLink
email-571,UrgentLanguage
email-572,ContainsLink
email-572,HasAttachment
email-573,ContainsLink
email-574,PhishingEmailLabel
email-574,ContainsLink
email-574,UrgentLanguage
email-575,HasAttachment
email-577,HasAttachment
email-578,PhishingEmailLabel
email-578,ContainsLink
email-578,UrgentLanguage
email-579,PhishingEmailLabel
email-579,ContainsLink
email-579,UrgentLanguage
email-580,PhishingEmailLabel
email-580,ContainsLink
email-580,UrgentLanguage
email-581,PhishingEmailLabel
email-581,ContainsLink
email-581,HasAttachment
email-581,UrgentLanguage
email-582,HasAttachment
email-584,ContainsLink
email-586,PhishingEmailLabel
email-586,ContainsLink
email-586,HasAttachment
email-586,UrgentLanguage
email-587,PhishingEmailLabel
email-587,ContainsLink
email-587,HasAttachment
email-587,UrgentLanguage
email-588,ContainsLink
email-589,PhishingEmailLabel
email-589,ContainsLink
email-589,UrgentLanguage
email-590,PhishingEmailLabel
email-590,ContainsLink
email-590,HasAttachment
email-590,UrgentLanguage
email-591,HasAttachment
email-592,PhishingEmailLabel
email-592,ContainsLink
email-592,HasAttachment
email-592,UrgentLanguage
email-593,PhishingEmailLabel
email-593,ContainsLink
email-593,HasAttachment
email-593,UrgentLanguage
email-594,PhishingEmailLabel
email-594,ContainsLink
email-594,UrgentLanguage
email-595,ContainsLink
email-596,PhishingEmailLabel
email-596,ContainsLink
email-596,HasAttachment
email-596,UrgentLanguage
email-597,PhishingEmailLabel
email-597,ContainsLink
email-597,HasAttachment
email-597,UrgentLanguage
email-598,HasAttachment
email-599,PhishingEmailLabel
email-599,ContainsLink
email-599,HasAttachment
email-599,UrgentLanguage
email-600,PhishingEmailLabel
email-600,ContainsLink
email-600,HasAttachment
email-600,UrgentLanguage
email-601,PhishingEmailLabel
email-601,ContainsLink
email-601,UrgentLanguage
email-602,PhishingEmailLabel
email-602,ContainsLink
email-602,UrgentLanguage
email-604,PhishingEmailLabel
email-604,ContainsLink
email-604,UrgentLanguage
email-605,PhishingEmailLabel
email-605,ContainsLink
email-605,UrgentLanguage
email-606,PhishingEmailLabel
email-606,ContainsLink
email-606,HasAttachment
email-606,UrgentLanguage
email-607,PhishingEmailLabel
email-607,ContainsLink
email-607,HasAttachment
email-607,UrgentLanguage
email-608,ContainsLink
email-608,HasAttachment
email-609,PhishingEmailLabel
email-609,ContainsLink
email-609,HasAttachment
email-609,UrgentLanguage
email-612,PhishingEmailLabel
email-612,ContainsLink
email-612,HasAttachment
email-612,UrgentLanguage
email-613,PhishingEmailLabel
email-613,ContainsLink
email-613,UrgentLanguage
email-614,PhishingEmailLabel
email-614,ContainsLink
email-614,UrgentLanguage
email-615,HasAttachment
email-616,PhishingEmailLabel
email-616,ContainsLink
email-616,HasAttachment
email-616,UrgentLanguage
email-617,PhishingEmailLabel
email-617,ContainsLink
email-617,HasAttachment
email-617,UrgentLanguage
email-618,ContainsLink
email-618,HasAttachment
email-619,PhishingEmailLabel
email-619,ContainsLink
email-619,UrgentLanguage
email-620,PhishingEmailLabel
email-620,ContainsLink
email-620,UrgentLanguage
email-621,PhishingEmailLabel
email-621,ContainsLink
email-621,HasAttachment
email-621,UrgentLanguage
email-622,PhishingEmailLabel
email-622,ContainsLink
email-622,HasAttachment
email-622,UrgentLanguage
email-623,HasAttachment
email-624,PhishingEmailLabel
email-624,ContainsLink
email-624,HasAttachment
email-624,UrgentLanguage
email-625,PhishingEmailLabel
email-625,ContainsLink
email-625,UrgentLanguage
email-626,ContainsLink
email-627,PhishingEmailLabel
email-627,ContainsLink
email-627,UrgentLanguage
email-628,ContainsLink
email-628,HasAttachment
email-630,HasAttachment
email-632,HasAttachment
email-633,PhishingEmailLabel
email-633,ContainsLink
email-633,HasAttachment
email-633,UrgentLanguage
email-634,PhishingEmailLabel
email-634,ContainsLink
email-634,UrgentLanguage
email-635,PhishingEmailLabel
email-635,ContainsLink
email-635,HasAttachment
email-635,UrgentLanguage
email-636,ContainsLink
email-637,ContainsLink
email-638,PhishingEmailLabel
email-638,ContainsLink
email-638,HasAttachment
email-638,UrgentLanguage
email-639,PhishingEmailLabel
email-639,ContainsLink
email-639,HasAttachment
email-639,UrgentLanguage
email-641,HasAttachment
email-642,ContainsLink
email-643,PhishingEmailLabel
email-643,ContainsLink
email-643,HasAttachment
email-643,UrgentLanguage
email-644,PhishingEmailLabel
email-644,ContainsLink
email-644,UrgentLanguage
email-645,PhishingEmailLabel
email-645,ContainsLink
email-645,HasAttachment
email-645,UrgentLanguage
email-647,PhishingEmailLabel
email-647,ContainsLink
email-647,HasAttachment
email-647,UrgentLanguage
email-649,PhishingEmailLabel
email-649,ContainsLink
email-649,UrgentLanguage
email-650,ContainsLink
email-651,PhishingEmailLabel
email-651,ContainsLink
email-651,UrgentLanguage
email-652,ContainsLink
email-653,HasAttachment
email-654,PhishingEmailLabel
email-654,ContainsLink
email-654,HasAttachment
email-654,UrgentLanguage
email-655,ContainsLink
email-655,HasAttachment
email-656,ContainsLink
email-657,PhishingEmailLabel
email-657,ContainsLink
email-657,UrgentLanguage
email-658,HasAttachment
email-659,ContainsLink
email-660,PhishingEmailLabel
email-660,ContainsLink
email-660,HasAttachment
email-660,UrgentLanguage
email-661,PhishingEmailLabel
email-661,ContainsLink
email-661,HasAttachment
email-661,UrgentLanguage
email-662,PhishingEmailLabel
email-662,ContainsLink
email-662,HasAttachment
email-662,UrgentLanguage
email-663,ContainsLink
email-663,HasAttachment
email-664,PhishingEmailLabel
email-664,ContainsLink
email-664,UrgentLanguage
email-665,PhishingEmailLabel
email-665,ContainsLink
email-665,HasAttachment
email-665,UrgentLanguage
email-667,HasAttachment
email-668,PhishingEmailLabel
email-668,ContainsLink
email-668,UrgentLanguage
email-669,PhishingEmailLabel
email-669,ContainsLink
email-669,UrgentLanguage
email-670,ContainsLink
email-671,PhishingEmailLabel
email-671,ContainsLink
email-671,UrgentLanguage
email-672,PhishingEmailLabel
email-672,ContainsLink
email-672,UrgentLanguage
email-673,PhishingEmailLabel
email-673,ContainsLink
email-673,HasAttachment
email-673,UrgentLanguage
email-674,ContainsLink
email-675,HasAttachment
email-676,PhishingEmailLabel
email-676,ContainsLink
email-676,UrgentLanguage
email-677,ContainsLink
email-677,HasAttachment
email-678,ContainsLink
email-678,HasAttachment
email-679,PhishingEmailLabel
email-679,ContainsLink
email-679,UrgentLanguage
email-680,ContainsLink
email-681,HasAttachment
email-682,PhishingEmailLabel
email-682,ContainsLink
email-682,HasAttachment
email-682,UrgentLanguage
email-683,ContainsLink
email-683,HasAttachment
email-684,PhishingEmailLabel
email-684,ContainsLink
email-684,HasAttachment
email-684,UrgentLanguage
email-685,ContainsLink
email-686,PhishingEmailLabel
email-686,ContainsLink
email-686,HasAttachment
email-686,UrgentLanguage
email-687,ContainsLink
email-689,PhishingEmailLabel
email-689,ContainsLink
email-689,HasAttachment
email-689,UrgentLanguage
email-690,HasAttachment
email-691,PhishingEmailLabel
email-691,ContainsLink
email-691,HasAttachment
email-691,UrgentLanguage
email-692,PhishingEmailLabel
email-692,ContainsLink
email-692,UrgentLanguage
email-693,ContainsLink
email-694,ContainsLink
email-695,PhishingEmailLabel
email-695,ContainsLink
email-695,UrgentLanguage
email-696,PhishingEmailLabel
email-696,ContainsLink
email-696,HasAttachment
email-696,UrgentLanguage
email-697,ContainsLink
email-697,HasAttachment
email-698,PhishingEmailLabel
email-698,ContainsLink
email-698,UrgentLanguage
email-699,PhishingEmailLabel
email-699,ContainsLink
email-699,UrgentLanguage
email-701,ContainsLink
email-702,PhishingEmailLabel
email-702,ContainsLink
email-702,UrgentLanguage
email-703,PhishingEmailLabel
email-703,ContainsLink
email-703,UrgentLanguage
email-704,HasAttachment
email-705,PhishingEmailLabel
email-705,ContainsLink
email-705,UrgentLanguage
email-706,HasAttachment
email-707,PhishingEmailLabel
email-707,ContainsLink
email-707,UrgentLanguage
email-709,PhishingEmailLabel
email-709,ContainsLink
email-709,UrgentLanguage
email-710,PhishingEmailLabel
email-710,ContainsLink
email-710,HasAttachment
email-710,UrgentLanguage
email-711,HasAttachment
email-712,PhishingEmailLabel
email-712,ContainsLink
email-712,UrgentLanguage
email-713,PhishingEmailLabel
email-713,ContainsLink
email-713,UrgentLanguage
email-714,HasAttachment
email-715,ContainsLink
email-715,HasAttachment
email-716,PhishingEmailLabel
email-716,ContainsLink
email-716,HasAttachment
email-716,UrgentLanguage
email-717,HasAttachment
email-718,ContainsLink
email-719,PhishingEmailLabel
email-719,ContainsLink
email-719,HasAttachment
email-719,UrgentLanguage
email-721,PhishingEmailLabel
email-721,ContainsLink
email-721,UrgentLanguage
email-722,PhishingEmailLabel
email-722,ContainsLink
email-722,UrgentLanguage
email-723,ContainsLink
email-724,PhishingEmailLabel
email-724,ContainsLink
email-724,UrgentLanguage
email-725,PhishingEmailLabel
email-725,ContainsLink
email-725,UrgentLanguage
email-726,PhishingEmailLabel
email-726,ContainsLink
email-726,HasAttachment
email-726,UrgentLanguage
email-727,ContainsLink
email-728,PhishingEmailLabel
email-728,ContainsLink
email-728,UrgentLanguage
email-729,PhishingEmailLabel
email-729,ContainsLink
email-729,HasAttachment
email-729,UrgentLanguage
email-730,HasAttachment
email-731,HasAttachment
email-732,HasAttachment
email-733,PhishingEmailLabel
email-733,ContainsLink
email-733,UrgentLanguage
email-734,PhishingEmailLabel
email-734,ContainsLink
email-734,HasAttachment
email-734,UrgentLanguage
email-735,PhishingEmailLabel
email-735,ContainsLink
email-735,UrgentLanguage
email-736,ContainsLink
email-737,HasAttachment
email-738,ContainsLink
email-739,ContainsLink
email-739,HasAttachment
email-740,PhishingEmailLabel
email-740,ContainsLink
email-740,HasAttachment
email-740,UrgentLanguage
email-742,PhishingEmailLabel
email-742,ContainsLink
email-742,HasAttachment
email-742,UrgentLanguage
email-743,PhishingEmailLabel
email-743,ContainsLink
email-743,HasAttachment
email-743,UrgentLanguage
email-744,HasAttachment
email-745,ContainsLink
email-746,PhishingEmailLabel
email-746,ContainsLink
email-746,UrgentLanguage
email-747,PhishingEmailLabel
email-747,ContainsLink
email-747,UrgentLanguage
email-748,ContainsLink
email-748,HasAttachment
email-751,ContainsLink
email-751,HasAttachment
email-752,ContainsLink
email-753,ContainsLink
email-754,ContainsLink
email-755,PhishingEmailLabel
email-755,ContainsLink
email-755,UrgentLanguage
email-756,PhishingEmailLabel
email-756,ContainsLink
email-756,UrgentLanguage
email-757,HasAttachment
email-758,PhishingEmailLabel
email-758,ContainsLink
email-758,HasAttachment
email-758,UrgentLanguage
email-759,PhishingEmailLabel
email-759,ContainsLink
email-759,HasAttachment
email-759,UrgentLanguage
email-760,PhishingEmailLabel
email-760,ContainsLink
email-760,UrgentLanguage
email-761,ContainsLink
email-761,HasAttachment
email-762,PhishingEmailLabel
email-762,ContainsLink
email-762,HasAttachment
email-762,UrgentLanguage
email-763,PhishingEmailLabel
email-763,ContainsLink
email-763,HasAttachment
email-763,UrgentLanguage
email-764,PhishingEmailLabel
email-764,ContainsLink
email-764,UrgentLanguage
email-765,PhishingEmailLabel
email-765,ContainsLink
email-765,HasAttachment
email-765,UrgentLanguage
email-766,PhishingEmailLabel
email-766,ContainsLink
email-766,HasAttachment
email-766,UrgentLanguage
email-768,ContainsLink
email-769,PhishingEmailLabel
email-769,ContainsLink
email-769,UrgentLanguage
email-770,PhishingEmailLabel
email-770,ContainsLink
email-770,HasAttachment
email-770,UrgentLanguage
email-771,PhishingEmailLabel
email-771,ContainsLink
email-771,UrgentLanguage
email-772,HasAttachment
email-773,HasAttachment
email-774,PhishingEmailLabel
email-774,ContainsLink
email-774,HasAttachment
email-774,UrgentLanguage
email-775,PhishingEmailLabel
email-775,ContainsLink
email-775,UrgentLanguage
email-776,ContainsLink
email-776,HasAttachment
email-777,PhishingEmailLabel
email-777,ContainsLink
email-777,HasAttachment
email-777,UrgentLanguage
email-778,ContainsLink
email-779,HasAttachment
email-780,HasAttachment
email-781,ContainsLink
email-782,ContainsLink
email-782,HasAttachment
email-783,ContainsLink
email-784,PhishingEmailLabel
email-784,ContainsLink
email-784,UrgentLanguage
email-785,PhishingEmailLabel
email-785,ContainsLink
email-785,HasAttachment
email-785,UrgentLanguage
email-786,PhishingEmailLabel
email-786,ContainsLink
email-786,UrgentLanguage
email-787,PhishingEmailLabel
email-787,ContainsLink
email-787,UrgentLanguage
email-788,PhishingEmailLabel
email-788,ContainsLink
email-788,HasAttachment
email-788,UrgentLanguage
email-789,PhishingEmailLabel
email-789,ContainsLink
email-789,UrgentLanguage
email-790,ContainsLink
email-790,HasAttachment
email-791,HasAttachment
email-792,PhishingEmailLabel
email-792,ContainsLink
email-792,UrgentLanguage
email-793,ContainsLink
email-794,PhishingEmailLabel
email-794,ContainsLink
email-794,HasAttachment
email-794,UrgentLanguage
email-795,PhishingEmailLabel
email-795,ContainsLink
email-795,UrgentLanguage
email-796,PhishingEmailLabel
email-796,ContainsLink
email-796,HasAttachment
email-796,UrgentLanguage
email-797,PhishingEmailLabel
email-797,ContainsLink
email-797,HasAttachment
email-797,UrgentLanguage
email-798,PhishingEmailLabel
email-798,ContainsLink
email-798,HasAttachment
email-798,UrgentLanguage
email-799,ContainsLink
email-799,HasAttachment
email-800,ContainsLink
email-800,HasAttachment
