urlId,url,domain,label
url-357,https://app.box.com/s/x6agocx9zvj049azirk4aw3xrqdedqhl,app.box.com,0
url-358,https://antai-gouv.net/,antai-gouv.net,0
url-359,http://www.geoplugin.net,www.geoplugin.net,0
url-360,https://storageapi.fleek.co/b620e7da-f4f5-4e6e-8d8e-8c4c3783180b-bucket/vat11/index.html#a@b.com,storageapi.fleek.co,0
url-361,https://ewsd-c8b4a.firebaseapp.com/,ewsd-c8b4a.firebaseapp.com,0
url-362,http://www.zxporter.com,www.zxporter.com,0
url-363,http://www.soulpowerlive.com,www.soulpowerlive.com,0
url-364,https://b8a1cfb3-bf93-4cce-951a-37f0e25b9eba.id.repl.co,b8a1cfb3-bf93-4cce-951a-37f0e25b9eba.id.repl.co,0
url-365,https://accepupdeting.start.page/,accepupdeting.start.page,0
url-366,https://86e345login.weebly.com/,86e345login.weebly.com,0
url-367,http://www.lookingbeautifulall-ways.com,www.lookingbeautifulall-ways.com,0
url-368,http://www.kueronakayaeotn.co.jp.kuerocekayaoooto.hamult.top/jp.php,www.kueronakayaeotn.co.jp.kuerocekayaoooto.hamult.top,0
url-369,https://shrtco.de/1d9yeo,shrtco.de,0
url-370,https://forkgalicialne.ourgal1ci4logc.repl.co/,forkgalicialne.ourgal1ci4logc.repl.co,0
url-371,http://www.t-mobile-sso.net,www.t-mobile-sso.net,0
url-372,http://www.thomasreany.com,www.thomasreany.com,0
url-373,http://fti.unmerpas.ac.id/wp-admin/user/webgenkic/investopia/index.php?email=get@get.get,fti.unmerpas.ac.id,0
url-374,http://www.silverbell.000space.com,www.silverbell.000space.com,0
url-375,http://mail.jila.se///vex7/hinet.html,mail.jila.se,0
url-376,http://www.thor.blocktrail.com,www.thor.blocktrail.com,0
url-377,http://www.tzafrir.org.il,www.tzafrir.org.il,0
url-378,http://www.hexe.in,www.hexe.in,0
url-379,https://myparcel-7da57.firebaseapp.com/,myparcel-7da57.firebaseapp.com,0
url-380,https://terzilertaksi.com/index2.html,terzilertaksi.com,0
url-381,https://next-pail.surge.sh/,next-pail.surge.sh,0
url-382,https://ihpost-dispatch.5768765.xyz/aqfzj1n1,ihpost-dispatch.5768765.xyz,0
url-383,http://www.amazcazzm-co-jp.amazococn.50220.top/,www.amazcazzm-co-jp.amazococn.50220.top,0
url-384,https://ejjud0.wixsite.com/attt,ejjud0.wixsite.com,0
url-385,http://www.uslugi.mahallafond.com,www.uslugi.mahallafond.com,0
url-386,http://www.campbellz.cf,www.campbellz.cf,0
url-387,http://www.mediahitech.com,www.mediahitech.com,0
url-388,http://www.migturxe01.me,www.migturxe01.me,0
url-389,https://vitotvo.com/wp-admin/abd/adobe/be,vitotvo.com,0
url-390,http://utente-login-online.66-29-145-227.cprapid.com/,utente-login-online.66-29-145-227.cprapid.com,0
url-391,https://unrealisticultimatelogin.yaahoosegurif.repl.co/index3.html,unrealisticultimatelogin.yaahoosegurif.repl.co,0
url-392,https://fluop-sruety-phaially.yolasite.com/,fluop-sruety-phaially.yolasite.com,0
url-393,https://sefcu.firebaseapp.com/,sefcu.firebaseapp.com,0
url-394,http://www.sutherlendu.cf,www.sutherlendu.cf,0
url-395,http://www.ossemfim.top,www.ossemfim.top,0
url-396,https://verify-io.web.app/,verify-io.web.app,0
url-397,https://tatteredraggedtoolbox.atentos2230.repl.co/,tatteredraggedtoolbox.atentos2230.repl.co,0
url-398,https://49e4a8d3-0bb3-46fb-a2b6-26ea6e7661aa.id.repl.co/,49e4a8d3-0bb3-46fb-a2b6-26ea6e7661aa.id.repl.co,0
url-399,https://treasureddevgadfdhlp.supurinfornet.repl.co/,treasureddevgadfdhlp.supurinfornet.repl.co,0
url-400,http://www.downtraff.com,www.downtraff.com,0
