transactionId,step,type,amount,origin,oldBalanceOrigin,newBalanceOrigin,destination,oldBalanceDestination,newBalanceDestination,isFraud,isFlaggedFraud,fraudLabel,riskText
tx-2-C376660032-C224063653,2,CASH_OUT,44145.70,C376660032,0.00,0.00,C224063653,247417.00,96636.56,false,false,Legitimate,Legitimate CASH_OUT transaction for 44145.70 from C376660032 to C224063653.
tx-2-C2086477093-M1427020774,2,PAYMENT,733.57,C2086477093,181.00,0.00,M1427020774,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 733.57 from C2086477093 to M1427020774. origin balance zeroed
tx-2-C1066856480-C1674899618,2,DEBIT,3035.96,C1066856480,890.00,0.00,C1674899618,329055.00,7074754.63,false,false,Legitimate,Legitimate DEBIT transaction for 3035.96 from C1066856480 to C1674899618. origin balance zeroed
tx-2-C854255346-M650797503,2,PAYMENT,1330.82,C854255346,30803.00,29472.18,M650797503,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1330.82 from C854255346 to M650797503.
tx-2-C121245483-M262535196,2,PAYMENT,478.10,C121245483,1062.00,583.90,M262535196,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 478.10 from C121245483 to M262535196.
tx-2-C1780306540-M523174153,2,PAYMENT,1500.44,C1780306540,29053.00,27552.56,M523174153,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1500.44 from C1780306540 to M523174153.
tx-2-C1211827856-M1753113235,2,PAYMENT,4794.98,C1211827856,36205.00,31410.02,M1753113235,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4794.98 from C1211827856 to M1753113235.
tx-2-C1752220610-C423583818,2,DEBIT,1777.63,C1752220610,7261.00,5483.37,C423583818,373838.99,66548.75,false,false,Legitimate,Legitimate DEBIT transaction for 1777.63 from C1752220610 to C423583818.
tx-2-C263233676-M531576940,2,PAYMENT,12475.89,C263233676,5483.37,0.00,M531576940,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 12475.89 from C263233676 to M531576940. origin balance zeroed
tx-2-C81705968-C578102596,2,TRANSFER,129484.36,C81705968,220676.00,91191.64,C578102596,11514.00,120074.73,false,false,Legitimate,Legitimate TRANSFER transaction for 129484.36 from C81705968 to C578102596.
tx-2-C1784551034-M1625321341,2,PAYMENT,3887.42,C1784551034,59948.00,56060.58,M1625321341,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3887.42 from C1784551034 to M1625321341.
tx-2-C107632469-M1998224723,2,PAYMENT,8416.21,C107632469,56060.58,47644.38,M1998224723,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8416.21 from C107632469 to M1998224723.
tx-2-C1835878412-M244668763,2,PAYMENT,2801.67,C1835878412,20044.00,17242.33,M244668763,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2801.67 from C1835878412 to M244668763.
tx-2-C1519482659-M2118482375,2,PAYMENT,3065.51,C1519482659,47381.00,44315.49,M2118482375,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3065.51 from C1519482659 to M2118482375.
tx-2-C2037343019-M1570022108,2,PAYMENT,3814.90,C2037343019,51545.00,47730.10,M1570022108,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3814.90 from C2037343019 to M1570022108.
tx-2-C216919586-C885951223,2,TRANSFER,235882.32,C216919586,137806.00,0.00,C885951223,281857.03,68880.79,false,false,Legitimate,Legitimate TRANSFER transaction for 235882.32 from C216919586 to C885951223. origin balance zeroed
tx-2-C1504912697-C24404443,2,CASH_IN,79037.41,C1504912697,497284.00,576321.41,C24404443,17609.00,0.00,false,false,Legitimate,Legitimate CASH_IN transaction for 79037.41 from C1504912697 to C24404443.
tx-2-C1531409183-M591247593,2,PAYMENT,4189.91,C1531409183,12885.00,8695.09,M591247593,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4189.91 from C1531409183 to M591247593.
tx-2-C1086508626-M1614238,2,PAYMENT,6621.75,C1086508626,75329.40,68707.65,M1614238,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6621.75 from C1086508626 to M1614238.
tx-2-C1621615881-C1899073220,2,TRANSFER,49367.62,C1621615881,68707.65,19340.02,C1899073220,877201.48,3208966.39,false,false,Legitimate,Legitimate TRANSFER transaction for 49367.62 from C1621615881 to C1899073220.
tx-2-C773059332-C248609774,2,TRANSFER,162724.99,C773059332,19340.02,0.00,C248609774,6534746.07,7760414.85,false,false,Legitimate,Legitimate TRANSFER transaction for 162724.99 from C773059332 to C248609774. origin balance zeroed
tx-2-C2020935882-C644345897,2,TRANSFER,217743.76,C2020935882,0.00,0.00,C644345897,1096187.24,1313931.00,false,false,Legitimate,Legitimate TRANSFER transaction for 217743.76 from C2020935882 to C644345897.
tx-2-C1025786379-C1750563752,2,TRANSFER,189352.83,C1025786379,0.00,0.00,C1750563752,301573.51,167163.39,false,false,Legitimate,Legitimate TRANSFER transaction for 189352.83 from C1025786379 to C1750563752.
tx-2-C1651795723-C905650857,2,TRANSFER,191616.27,C1651795723,0.00,0.00,C905650857,283047.18,458875.87,false,false,Legitimate,Legitimate TRANSFER transaction for 191616.27 from C1651795723 to C905650857.
tx-2-C1406018450-C1122118227,2,TRANSFER,1773020.91,C1406018450,0.00,0.00,C1122118227,11284687.61,13060826.21,false,false,Legitimate,Legitimate TRANSFER transaction for 1773020.91 from C1406018450 to C1122118227.
tx-2-C53301881-C1916720513,2,TRANSFER,1869161.56,C53301881,0.00,0.00,C1916720513,2906551.06,6235766.54,false,false,Legitimate,Legitimate TRANSFER transaction for 1869161.56 from C53301881 to C1916720513.
tx-2-C470187021-C991505714,2,TRANSFER,170610.11,C470187021,0.00,0.00,C991505714,1095914.71,1066634.10,false,false,Legitimate,Legitimate TRANSFER transaction for 170610.11 from C470187021 to C991505714.
tx-2-C1561005241-C1023714065,2,TRANSFER,939018.70,C1561005241,0.00,0.00,C1023714065,1791001.63,2485918.01,false,false,Legitimate,Legitimate TRANSFER transaction for 939018.70 from C1561005241 to C1023714065.
tx-2-C2138793529-C977993101,2,TRANSFER,721458.64,C2138793529,0.00,0.00,C977993101,1043601.01,1748436.14,false,false,Legitimate,Legitimate TRANSFER transaction for 721458.64 from C2138793529 to C977993101.
tx-2-C380394805-C11003494,2,TRANSFER,1487557.25,C380394805,0.00,0.00,C11003494,10155564.02,11157336.25,false,false,Legitimate,Legitimate TRANSFER transaction for 1487557.25 from C380394805 to C11003494.
tx-2-C962969081-C1453128758,2,TRANSFER,418492.90,C962969081,0.00,0.00,C1453128758,592289.45,486798.02,false,false,Legitimate,Legitimate TRANSFER transaction for 418492.90 from C962969081 to C1453128758.
tx-2-C1007550632-C1870252780,2,TRANSFER,490747.67,C1007550632,0.00,0.00,C1870252780,7416184.79,7103899.50,false,false,Legitimate,Legitimate TRANSFER transaction for 490747.67 from C1007550632 to C1870252780.
tx-2-C409007038-C306206744,2,TRANSFER,257641.56,C409007038,0.00,0.00,C306206744,3541578.38,7173523.49,false,false,Legitimate,Legitimate TRANSFER transaction for 257641.56 from C409007038 to C306206744.
tx-2-C1825656946-C909295153,2,TRANSFER,984994.76,C1825656946,0.00,0.00,C909295153,5729799.14,7473141.22,false,false,Legitimate,Legitimate TRANSFER transaction for 984994.76 from C1825656946 to C909295153.
tx-2-C2026873444-C1899073220,2,TRANSFER,884591.40,C2026873444,0.00,0.00,C1899073220,926569.10,3208966.39,false,false,Legitimate,Legitimate TRANSFER transaction for 884591.40 from C2026873444 to C1899073220.
tx-2-C873002645-C909295153,2,TRANSFER,376507.72,C873002645,0.00,0.00,C909295153,6714793.90,7473141.22,false,false,Legitimate,Legitimate TRANSFER transaction for 376507.72 from C873002645 to C909295153.
tx-2-C728370857-C657736958,2,TRANSFER,507138.30,C728370857,0.00,0.00,C657736958,5579568.65,5792135.89,false,false,Legitimate,Legitimate TRANSFER transaction for 507138.30 from C728370857 to C657736958.
tx-2-C1306429814-C248609774,2,TRANSFER,603258.56,C1306429814,0.00,0.00,C248609774,6697471.07,7760414.85,false,false,Legitimate,Legitimate TRANSFER transaction for 603258.56 from C1306429814 to C248609774.
tx-2-C1216863787-C33524623,2,TRANSFER,129735.30,C1216863787,0.00,0.00,C33524623,138395.49,268130.78,false,false,Legitimate,Legitimate TRANSFER transaction for 129735.30 from C1216863787 to C33524623.
tx-2-C994584048-C985934102,2,TRANSFER,152649.37,C994584048,0.00,0.00,C985934102,1166470.90,1116289.38,false,false,Legitimate,Legitimate TRANSFER transaction for 152649.37 from C994584048 to C985934102.
tx-2-C1085041526-M2038484780,2,PAYMENT,3714.42,C1085041526,176131.80,172417.38,M2038484780,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3714.42 from C1085041526 to M2038484780.
tx-2-C251666609-C1750563752,2,TRANSFER,135348.62,C251666609,172417.38,37068.76,C1750563752,490926.34,167163.39,false,false,Legitimate,Legitimate TRANSFER transaction for 135348.62 from C251666609 to C1750563752.
tx-2-C1973281540-M1447678234,2,PAYMENT,8068.50,C1973281540,19934.00,11865.50,M1447678234,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8068.50 from C1973281540 to M1447678234.
tx-2-C693083472-M658781536,2,PAYMENT,4890.32,C693083472,52693.00,47802.68,M658781536,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4890.32 from C693083472 to M658781536.
tx-2-C1037793103-M629321967,2,PAYMENT,27037.66,C1037793103,47802.68,20765.02,M629321967,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 27037.66 from C1037793103 to M629321967.
tx-2-C1886526482-M1989924937,2,PAYMENT,7360.48,C1886526482,289120.00,281759.52,M1989924937,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7360.48 from C1886526482 to M1989924937.
tx-2-C270313690-M547973118,2,PAYMENT,850.65,C270313690,281759.52,280908.87,M547973118,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 850.65 from C270313690 to M547973118.
tx-2-C1079733621-M1747631271,2,PAYMENT,2276.89,C1079733621,10053.53,7776.65,M1747631271,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2276.89 from C1079733621 to M1747631271.
tx-2-C495289088-M1995997657,2,PAYMENT,30858.63,C495289088,7776.65,0.00,M1995997657,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 30858.63 from C495289088 to M1995997657. origin balance zeroed
tx-2-C1842571958-M1352743983,2,PAYMENT,8386.17,C1842571958,30871.00,22484.83,M1352743983,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8386.17 from C1842571958 to M1352743983.
tx-2-C1628252344-M1405721353,2,PAYMENT,12029.55,C1628252344,22484.83,10455.28,M1405721353,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 12029.55 from C1628252344 to M1405721353.
tx-2-C624545052-M2082524624,2,PAYMENT,10597.26,C624545052,44464.00,33866.74,M2082524624,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 10597.26 from C624545052 to M2082524624.
tx-2-C1952473604-M1802415698,2,PAYMENT,9213.89,C1952473604,11392.00,2178.11,M1802415698,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 9213.89 from C1952473604 to M1802415698.
tx-2-C13950734-M2061552777,2,PAYMENT,526.83,C13950734,79028.00,78501.17,M2061552777,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 526.83 from C13950734 to M2061552777.
tx-2-C233300371-M333828675,2,PAYMENT,2837.62,C233300371,78501.17,75663.55,M333828675,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2837.62 from C233300371 to M333828675.
tx-2-C904872862-M1234654510,2,PAYMENT,12894.97,C904872862,20527.00,7632.03,M1234654510,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 12894.97 from C904872862 to M1234654510.
tx-2-C2077150966-C575335780,2,TRANSFER,256227.34,C2077150966,83198.00,0.00,C575335780,52415.15,140163.41,false,false,Legitimate,Legitimate TRANSFER transaction for 256227.34 from C2077150966 to C575335780. origin balance zeroed
tx-2-C1174694918-M154674411,2,PAYMENT,8348.86,C1174694918,44989.00,36640.14,M154674411,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8348.86 from C1174694918 to M154674411.
tx-2-C2062888647-M2009196049,2,PAYMENT,5825.97,C2062888647,784.00,0.00,M2009196049,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5825.97 from C2062888647 to M2009196049. origin balance zeroed
tx-2-C314622131-M1519890812,2,PAYMENT,202.28,C314622131,555920.00,555717.72,M1519890812,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 202.28 from C314622131 to M1519890812.
tx-2-C164052991-C20671747,2,DEBIT,4924.01,C164052991,46869.72,41945.71,C20671747,43691.09,81584.44,false,false,Legitimate,Legitimate DEBIT transaction for 4924.01 from C164052991 to C20671747.
tx-2-C1909367224-C914293025,2,CASH_OUT,170099.02,C1909367224,41945.71,0.00,C914293025,608063.00,778162.02,false,false,Legitimate,Legitimate CASH_OUT transaction for 170099.02 from C1909367224 to C914293025. origin balance zeroed
tx-2-C1704927850-M48522228,2,PAYMENT,2346.51,C1704927850,20285.79,17939.28,M48522228,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2346.51 from C1704927850 to M48522228.
tx-2-C854367376-M917190676,2,PAYMENT,3252.29,C854367376,17939.28,14687.00,M917190676,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3252.29 from C854367376 to M917190676.
tx-2-C716951769-M190967225,2,PAYMENT,4147.62,C716951769,14687.00,10539.37,M190967225,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4147.62 from C716951769 to M190967225.
tx-2-C1564473433-M851116146,2,PAYMENT,3597.85,C1564473433,45405.00,41807.15,M851116146,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3597.85 from C1564473433 to M851116146.
tx-2-C1181889508-M1115296438,2,PAYMENT,6574.63,C1181889508,91019.00,84444.37,M1115296438,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6574.63 from C1181889508 to M1115296438.
tx-2-C1613092752-M184017782,2,PAYMENT,1895.47,C1613092752,214570.00,212674.53,M184017782,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1895.47 from C1613092752 to M184017782.
tx-2-C1573719263-M1336953458,2,PAYMENT,5832.27,C1573719263,51437.00,45604.73,M1336953458,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5832.27 from C1573719263 to M1336953458.
tx-2-C31956291-M876487258,2,PAYMENT,8417.96,C31956291,9067.00,649.04,M876487258,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8417.96 from C31956291 to M876487258.
tx-2-C27294710-M1276002922,2,PAYMENT,5127.21,C27294710,15743.00,10615.79,M1276002922,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5127.21 from C27294710 to M1276002922.
tx-2-C1899938605-C392292416,2,DEBIT,3476.19,C1899938605,0.00,0.00,C392292416,5056707.37,4450740.26,false,false,Legitimate,Legitimate DEBIT transaction for 3476.19 from C1899938605 to C392292416.
tx-2-C886510498-M917156101,2,PAYMENT,11493.01,C886510498,0.00,0.00,M917156101,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 11493.01 from C886510498 to M917156101.
tx-2-C143239336-M254358847,2,PAYMENT,15470.90,C143239336,66146.00,50675.10,M254358847,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 15470.90 from C143239336 to M254358847.
tx-2-C57638267-C621014131,2,DEBIT,394.34,C57638267,75374.00,74979.66,C621014131,107168.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 394.34 from C57638267 to C621014131.
tx-2-C1622066826-C778731861,2,CASH_IN,60223.17,C1622066826,26667.00,86890.17,C778731861,0.00,0.00,false,false,Legitimate,Legitimate CASH_IN transaction for 60223.17 from C1622066826 to C778731861.
tx-2-C631766751-C20671747,2,CASH_OUT,32969.34,C631766751,164131.00,131161.66,C20671747,48615.10,81584.44,false,false,Legitimate,Legitimate CASH_OUT transaction for 32969.34 from C631766751 to C20671747.
tx-2-C1667348377-M463313451,2,PAYMENT,1266.42,C1667348377,20897.00,19630.58,M463313451,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1266.42 from C1667348377 to M463313451.
tx-2-C227644740-M400216879,2,PAYMENT,694.12,C227644740,19809.00,19114.88,M400216879,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 694.12 from C227644740 to M400216879.
tx-2-C2036949810-M248705782,2,PAYMENT,1605.63,C2036949810,30499.00,28893.37,M248705782,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1605.63 from C2036949810 to M248705782.
tx-2-C266894813-M1323996324,2,PAYMENT,14079.08,C266894813,3112.29,0.00,M1323996324,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 14079.08 from C266894813 to M1323996324. origin balance zeroed
tx-2-C2083004088-M1710491273,2,PAYMENT,10967.47,C2083004088,0.00,0.00,M1710491273,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 10967.47 from C2083004088 to M1710491273.
tx-2-C700356991-C1810132623,2,DEBIT,4143.87,C700356991,100358.32,96214.45,C1810132623,100111.69,22736.93,false,false,Legitimate,Legitimate DEBIT transaction for 4143.87 from C700356991 to C1810132623.
tx-2-C871065432-M260727363,2,PAYMENT,7738.69,C871065432,96214.45,88475.76,M260727363,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7738.69 from C871065432 to M260727363.
tx-2-C1250950517-M388489274,2,PAYMENT,3783.72,C1250950517,173135.98,169352.26,M388489274,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3783.72 from C1250950517 to M388489274.
tx-2-C2141094945-M601520619,2,PAYMENT,23147.49,C2141094945,169352.26,146204.77,M601520619,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 23147.49 from C2141094945 to M601520619.
tx-2-C378227888-M1040537707,2,PAYMENT,141.03,C378227888,146204.77,146063.74,M1040537707,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 141.03 from C378227888 to M1040537707.
tx-2-C900824070-C790722099,2,TRANSFER,303473.14,C900824070,798.00,0.00,C790722099,0.00,303473.14,false,false,Legitimate,Legitimate TRANSFER transaction for 303473.14 from C900824070 to C790722099. origin balance zeroed
tx-2-C1163157114-M167146668,2,PAYMENT,1196.61,C1163157114,104851.00,103654.39,M167146668,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1196.61 from C1163157114 to M167146668.
tx-2-C497333241-M600554759,2,PAYMENT,19288.90,C497333241,12777.00,0.00,M600554759,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 19288.90 from C497333241 to M600554759. origin balance zeroed
tx-2-C1149993098-M2120404899,2,PAYMENT,2217.41,C1149993098,0.00,0.00,M2120404899,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2217.41 from C1149993098 to M2120404899.
tx-2-C1189187821-M943472307,2,PAYMENT,11391.64,C1189187821,0.00,0.00,M943472307,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 11391.64 from C1189187821 to M943472307.
tx-2-C548108014-M1214032527,2,PAYMENT,2897.59,C548108014,13002.91,10105.32,M1214032527,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2897.59 from C548108014 to M1214032527.
tx-2-C40910225-M1541427914,2,PAYMENT,4886.95,C40910225,10105.32,5218.37,M1541427914,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4886.95 from C40910225 to M1541427914.
tx-2-C537346910-M228756739,2,PAYMENT,2556.31,C537346910,5218.37,2662.06,M228756739,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2556.31 from C537346910 to M228756739.
tx-2-C247309715-M1469235340,2,PAYMENT,1212.07,C247309715,2662.06,1449.99,M1469235340,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1212.07 from C247309715 to M1469235340.
tx-2-C1293251731-M1422271143,2,PAYMENT,4072.66,C1293251731,1449.99,0.00,M1422271143,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4072.66 from C1293251731 to M1422271143. origin balance zeroed
tx-2-C926188689-M1994634331,2,PAYMENT,2441.09,C926188689,0.00,0.00,M1994634331,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2441.09 from C926188689 to M1994634331.
tx-2-C280291320-M1963080787,2,PAYMENT,7074.35,C280291320,0.00,0.00,M1963080787,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7074.35 from C280291320 to M1963080787.
tx-2-C1719746158-M229318537,2,PAYMENT,5045.77,C1719746158,0.00,0.00,M229318537,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5045.77 from C1719746158 to M229318537.
tx-2-C974631651-M1578365270,2,PAYMENT,12542.66,C974631651,0.00,0.00,M1578365270,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 12542.66 from C974631651 to M1578365270.
tx-2-C823056052-M1678557259,2,PAYMENT,34.22,C823056052,0.00,0.00,M1678557259,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 34.22 from C823056052 to M1678557259.
tx-2-C1661728387-M584262389,2,PAYMENT,8087.50,C1661728387,0.00,0.00,M584262389,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8087.50 from C1661728387 to M584262389.
tx-2-C1706027885-M1730371851,2,PAYMENT,18714.87,C1706027885,0.00,0.00,M1730371851,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 18714.87 from C1706027885 to M1730371851.
tx-2-C1537227906-M1625258377,2,PAYMENT,10965.89,C1537227906,0.00,0.00,M1625258377,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 10965.89 from C1537227906 to M1625258377.
tx-2-C2058424956-M115740440,2,PAYMENT,7707.04,C2058424956,0.00,0.00,M115740440,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7707.04 from C2058424956 to M115740440.
tx-2-C1559783274-M1206931021,2,PAYMENT,2980.24,C1559783274,0.00,0.00,M1206931021,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2980.24 from C1559783274 to M1206931021.
tx-2-C891328061-M59298126,2,PAYMENT,20603.40,C891328061,0.00,0.00,M59298126,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 20603.40 from C891328061 to M59298126.
tx-2-C483669346-M1502843539,2,PAYMENT,14514.14,C483669346,0.00,0.00,M1502843539,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 14514.14 from C483669346 to M1502843539.
tx-2-C1756587746-M762628123,2,PAYMENT,18782.20,C1756587746,0.00,0.00,M762628123,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 18782.20 from C1756587746 to M762628123.
tx-2-C280397810-M1442089085,2,PAYMENT,19332.44,C280397810,0.00,0.00,M1442089085,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 19332.44 from C280397810 to M1442089085.
tx-2-C646148183-M767312012,2,PAYMENT,3286.78,C646148183,0.00,0.00,M767312012,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3286.78 from C646148183 to M767312012.
tx-2-C160549854-M2027363825,2,PAYMENT,21987.06,C160549854,0.00,0.00,M2027363825,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 21987.06 from C160549854 to M2027363825.
tx-2-C1164692340-M178019189,2,PAYMENT,13839.11,C1164692340,0.00,0.00,M178019189,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 13839.11 from C1164692340 to M178019189.
tx-2-C232042179-M1303122461,2,PAYMENT,3879.64,C232042179,0.00,0.00,M1303122461,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3879.64 from C232042179 to M1303122461.
tx-2-C1451708599-M1042874081,2,PAYMENT,38.88,C1451708599,0.00,0.00,M1042874081,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 38.88 from C1451708599 to M1042874081.
tx-2-C379776337-M993208674,2,PAYMENT,2942.66,C379776337,0.00,0.00,M993208674,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2942.66 from C379776337 to M993208674.
tx-2-C1474155611-M779876279,2,PAYMENT,10024.14,C1474155611,31756.00,21731.86,M779876279,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 10024.14 from C1474155611 to M779876279.
tx-2-C800218956-C1668376627,2,DEBIT,3949.99,C800218956,5533.00,1583.01,C1668376627,209201.42,195932.40,false,false,Legitimate,Legitimate DEBIT transaction for 3949.99 from C800218956 to C1668376627.
tx-2-C233315297-C1135523296,2,DEBIT,7888.30,C233315297,325.00,0.00,C1135523296,57107.00,4770.58,false,false,Legitimate,Legitimate DEBIT transaction for 7888.30 from C233315297 to C1135523296. origin balance zeroed
tx-2-C875456779-M1159329398,2,PAYMENT,4994.30,C875456779,32204.57,27210.28,M1159329398,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4994.30 from C875456779 to M1159329398.
tx-2-C2028767654-M899068489,2,PAYMENT,14213.84,C2028767654,27210.28,12996.44,M899068489,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 14213.84 from C2028767654 to M899068489.
tx-2-C1916269505-C1318822808,2,DEBIT,3868.15,C1916269505,30695.00,26826.85,C1318822808,11142.89,15011.03,false,false,Legitimate,Legitimate DEBIT transaction for 3868.15 from C1916269505 to C1318822808.
tx-2-C2014777783-C991505714,2,DEBIT,8723.05,C2014777783,12580.00,3856.95,C991505714,1266524.82,1066634.10,false,false,Legitimate,Legitimate DEBIT transaction for 8723.05 from C2014777783 to C991505714.
tx-2-C1680479914-M1680794780,2,PAYMENT,7204.66,C1680479914,15425.00,8220.34,M1680794780,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7204.66 from C1680479914 to M1680794780.
tx-2-C692763171-M1771084820,2,PAYMENT,764.80,C692763171,50823.00,50058.20,M1771084820,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 764.80 from C692763171 to M1771084820.
tx-2-C1564170442-M1310871029,2,PAYMENT,5910.10,C1564170442,474663.45,468753.35,M1310871029,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5910.10 from C1564170442 to M1310871029.
tx-2-C843410864-M1599612880,2,PAYMENT,9877.48,C843410864,468753.35,458875.87,M1599612880,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 9877.48 from C843410864 to M1599612880.
tx-2-C1487067641-M70482685,2,PAYMENT,8194.49,C1487067641,10046.00,1851.51,M70482685,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8194.49 from C1487067641 to M70482685.
tx-2-C486715174-M66747889,2,PAYMENT,1477.91,C486715174,608724.00,607246.09,M66747889,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1477.91 from C486715174 to M66747889.
tx-2-C1306067302-M1377992370,2,PAYMENT,4004.23,C1306067302,1203.00,0.00,M1377992370,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4004.23 from C1306067302 to M1377992370. origin balance zeroed
tx-2-C1523683407-M169110289,2,PAYMENT,423.81,C1523683407,306613.00,306189.19,M169110289,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 423.81 from C1523683407 to M169110289.
